sample_id,chart_id,representative_sample_id,chart_type,split,selection_reason,pseudo_gold,raw_geometry_value,raw_absolute_error,raw_axis_normalized_error,calibrated_absolute_error,calibrated_axis_normalized_error,overlay_file,overlay_sha256
fgmvp_0001,63534e777ffe73a3e8737b25bf41765f8ca458ca43c2ce783eed06d15215c4fc,10,line,test,all_line_samples,47.0,47.43636445360507,0.4363644536050728,0.0043225574755052,0.9066900716196572,0.0089815288909692,examples/debug_overlays/fgmvp_0001.png,1c8e91f434933590e0dc7c37d7ea38052c500fa75bdbaca175f40d2248a4e77a
fgmvp_0004,ce8bb0ba270a7a51320b183e8628563b88c2cadab27076c9bb68a841b03bd7ad,1356,line,train,all_line_samples,4.4,4.465759907999843,0.0657599079998423,0.0055992542734187,0.1210841995929694,0.0103099478487112,examples/debug_overlays/fgmvp_0004.png,50ddac7a49e5ff49e9e2b942144a0660104591f561b71522db1d203a54d402fb
fgmvp_0005,85d858a9afe8d0632f51fdff401cee14790005b5c45c7708841553a6fca9dadc,3990,bar,train,train_bar_error_quantile,8.0,7.942086498187209,0.0579135018127914,0.005723201891718,0.0134754942283938,0.0013316924662764,examples/debug_overlays/fgmvp_0005.png,baf02ca9c1ec4ddc96cccf7e40cdc590bc2ad311bcfb33851929b23bcab61658
fgmvp_0006,0984f9f91153f4c634fe36acbd2e613ca604ad4dbdd5f14e90deb6fb1ca58447,1339,line,train,all_line_samples,16.0,15.788494003900931,0.211505996099067,0.0069375617841352,0.0660461079232366,0.0021663638987544,examples/debug_overlays/fgmvp_0006.png,e5301449f78ebec23f99993a097c07903e40d3d4d45d19578de5076c6e1d8398
fgmvp_0008,61e21ce6de0d5fd0f81a3ca77dccc7f099f90340094a3b293267e82705005f9b,5038,line,train,all_line_samples,17.5,17.617312847264117,0.1173128472641167,0.0028194054273409,0.311513676855597,0.0074866766232367,examples/debug_overlays/fgmvp_0008.png,857c8d72e001e91b13ec867643ec332dca65982055ccbea8cedbd1d7892b9f22
fgmvp_0009,b903ba8b9dbe032a463994aca84c8faf054f1c906907ae936ffa2c1679f8c874,5214,bar,test,all_test_bar_samples,35.0,34.63754881628864,0.3624511837113644,0.0079586990155807,0.1624494699875569,0.0035670636349781,examples/debug_overlays/fgmvp_0009.png,e5f21b213a7a39ab362ec2b254842c71f9925f775c1a74ab24d0e0b72bd28635
fgmvp_0010,ddd5a57d534dcad58790a9de7dcd8ada3a777c48cdcd35541f50d82a17c31ea8,2300,bar,test,all_test_bar_samples,13.2,13.187260386347116,0.012739613652883,0.000700452906856,0.0672455176553139,0.0036973113626599,examples/debug_overlays/fgmvp_0010.png,67e97f742bb5c081ce8f1418671adfdad7631496143b8216d0440a7ac0277eab
fgmvp_0011,04d180c537e20cda970f86db695a0c0112ac3ccd016024251d2f6fdc782f2c50,4736,line,train,all_line_samples,30.0,29.633144966576342,0.3668550334236578,0.0080488711466888,0.1522330779786109,0.0033400234896018,examples/debug_overlays/fgmvp_0011.png,432050c328cf915ea3918dd5c16d9d67ff769dcd0f2812c55da9fc3129d0785a
fgmvp_0012,07291264ea3375d81863c45d5381d2a6b4aa964eafa847155c953f273eada49c,801,line,train,all_line_samples,75.0,73.81497898945409,1.1850210105459098,0.0293505632061409,0.9941192644408688,0.024622314748641,examples/debug_overlays/fgmvp_0012.png,435a2f7200c028dab39179b81c19e9c7280c7f85915203f2e13a3f74e1245a54
fgmvp_0017,2299bdb915a90a685d20abce3696ca7a7ecce5c65583c0c45b03286b808815bc,1687,line,train,all_line_samples,7.0,6.124699391459274,0.8753006085407264,0.024662389369003,0.7022325538169909,0.0197860397911721,examples/debug_overlays/fgmvp_0017.png,dd813db133ca6c433cdddbc5bf4e9bbd122c948c1ebe0f0e6ffb0d0fb1378a08
fgmvp_0018,2248cf613c21b6c59108d6336a58f37996a264eb4d5057860063723eaa6eb615,1515,bar,train,train_bar_error_quantile,300.0,299.9179128589176,0.0820871410824111,0.0002380989905359,1.4273873010232023,0.0041402279455232,examples/debug_overlays/fgmvp_0018.png,2208c12a0bc90ed4c8b37c64db4fd660cbfe513acd5e4f31c31a32852ca728b4
fgmvp_0020,eed22fe6e4f0cc57f853141845971691f8ebb2861c663a183e4793d03ff68e82,171,line,test,all_line_samples,7.17,7.070763112604591,0.099236887395409,0.0452520165827995,0.0889275724733673,0.040550969401113,examples/debug_overlays/fgmvp_0020.png,3f52d2a04019656d2bd520076d89675fe0b739f89b5c448e9b3a29fe6e396b21
fgmvp_0023,69fa6f61c59e9617b0bb8a8876634be294098e986fca2fddae6c2a20626ebaf2,5465,bar,train,train_bar_error_quantile,48.0,47.72300031888504,0.2769996811149653,0.003420998186802,0.0802002660778811,0.0009904883779256,examples/debug_overlays/fgmvp_0023.png,d9226cd57a13b099c709eb38ace3569f06a0c8cf86346d45ae60316e95338ad3
fgmvp_0025,cd292e261fcf22bcd300366b04e42834cf48b4b0ce865cb7dcbf258f36d3de91,190,line,test,all_line_samples,35.0,5.366614528328512,29.633385471671488,0.1827099750140662,28.86726814768064,0.1779863406774487,examples/debug_overlays/fgmvp_0025.png,aa30711ea417e33e80f874149e9c4f4a4cb2202b700d977e84e7ba6ae84fd0e2
fgmvp_0026,c349c55fd9afe5690ffca5b87838c1b55fee74b66d00ab09c659a1f7f761d3f2,1538,bar,train,train_bar_error_quantile,10.0,9.77754297307157,0.2224570269284296,0.0137355274716684,0.1507315848980166,0.009306866381348,examples/debug_overlays/fgmvp_0026.png,c167bfb36370fe860b9305983e4859bf8efd63ddae3465f3a98d6a54f0ac7e4a
fgmvp_0027,a8049e206e876ab4ee4c13e7354108806dfd89161f9a133bd5341e005fdd002c,5087,bar,test,all_test_bar_samples,9.5,9.4231871769621,0.0768128230379012,0.0038120039322378,0.0124120074363496,0.000615972949347,examples/debug_overlays/fgmvp_0027.png,63db8c040237935f9e75e5b7a6fbd9f66d83db3634b39acbf7041deba0139a11
fgmvp_0028,0b29203f223af5db5593570dc213d2ab9231fd234ec685e0e7babafffc197885,454,line,train,all_line_samples,24.0,24.420468603007805,0.4204686030078051,0.0085985985152962,0.65272297404535,0.013348209011035,examples/debug_overlays/fgmvp_0028.png,4db6c44313f0d83162686e1f781586e6b3849d6e432e16be3e187fe56bbbebf8
fgmvp_0033,d63df85f351099bf1cc3cc024caa29c19a8260b7fad8c47b88cd9998d4781f83,1023,line,train,all_line_samples,68.0,66.89194646294827,1.108053537051731,0.0549144187841877,1.0129205528709662,0.0501996894333006,examples/debug_overlays/fgmvp_0033.png,bdbce7f000bb1da881eaf6adaa9dff17c36085dc7c800b857a482e4a1fb56934
fgmvp_0035,d3f516e48b08a0ecef02bacf431259dfd52b71d833f60edbc3dfa4e60b6c33a6,7646,bar,test,all_test_bar_samples,1.2,1.1959051017842373,0.0040948982157626,0.0028820125096544,0.0021228016269747,0.0014940397836766,examples/debug_overlays/fgmvp_0035.png,0c79715c6b60b45cd04b18b5e6f841bb5cf2151c73ea9ca5e58392e001ad7220
fgmvp_0036,d18b81f1b93d3cd5b126e03cb859624f4d73fe274b615b8c6c3daa9a7df9c5cd,2097,bar,test,all_test_bar_samples,25.0,24.95315822111976,0.0468417788802391,0.0015370031624703,0.0869258735652138,0.0028522687601558,examples/debug_overlays/fgmvp_0036.png,bea8e00311e35b5c32b0851855aa2508f8dc72f92ccbfa4de579b9696648cfc1
